profileName,review/summary,review/score
Joseph C. Jones,An essential book for movie lovers everywhere,5.0
Pope Buck I,An indispensible guide to everything Oscar!,5.0
"Beth ""bethiejw2""",One of my bibles,5.0
,A Must-Have For Oscar Lovers And Here's Why,5.0
"R. Pena ""Jazz Nut""",The Best Book on The Oscars. Period.,5.0
LastWingerAlive,"If you love the Oscars, this is your book!",5.0
,Two thumbs down - way down!,1.0
"L. Shirley ""Laurie's Boomer Views""",filmbuffs...your bible is here,5.0
,Oscar Euphoria!,5.0
,The winner is....&quot;Inside Oscar&quot;,5.0
"C. W. Repak ""Chaz Repak""","A dishy classic, it's the ONE movie book you've gotta own.",5.0
Pete Agren,THE definitive reference tool for ALL Oscar fans!,5.0
"B. W. Fairbanks ""Brian W. Fairbanks""","The ""Gone With the Wind"" of Oscar books",5.0
"Jeffrey Ellis ""bored recluse""",One of my favorite books,5.0
Matt,"Excellent, But Wait For The Next Edition",4.0
"""mr_nasty""",The best Oscar reference book ever,5.0
,It's the Oscar buff's Bible.,5.0
jim kelley,The book that tought me color.,5.0
"Stephanie Rose Bird ""conjurer2""",Essential Reading for the Serious Colorist,5.0
carmel,colour miracle,5.0
H. P. Tellez,For the Serious...,3.0
"Devrim PINAR ""Art Director / Creative Designe...",so you decided to learn the truth about colors...,5.0
Derya Akkaynak,Great reference book to have,5.0
Anna M. Appleby,Color from a master,5.0
E,Kindle edition has Black and white images?!,1.0
,johannes said it all ! PERIOD.,5.0
Bonnie Rydell,Way over my head!,2.0
"Mrs. Jean E. Osborne ""jean textile design""",ITTEN The Elements of Colour,4.0
D. A. Holman,essential color theory reference,5.0
sandra,"Itten, the elements of color",2.0
penguin,Technical book written by someone who does not know how to write a technical book.,2.0
BlacstoneD,A color theory basic!,5.0
"Monaghan Tyrone ""warm in the water""","Reasonable price, helpful, succinct",5.0
Mbhoos,Great Book,5.0
Betty T,The Elements of Colour - every artists colour bible,5.0
"Mark E. McWilliams ""inkblotgod""",Awesome Introduction.,5.0
Jean Eckert,Itten The Elements of Color,5.0
,THE MOST FLUENT AUTHOR OF COLOR,5.0
Brian Foote,Best dog training I've seen hands down.,5.0
,Everything you need to have a great retrieving labrador.,5.0
,"the most effective, easy to understand training guide",5.0
,Excellent how-to book on training your retriever,5.0
,Excellent step by step training tool!!!!!,5.0
"David Verbyla ""splinterville""",Great book for first time retriever owner,4.0
Dsabby,Great,5.0
B. Shoaf,Robert Milner Training,4.0
"Likes to shop ""Tony""",The perfect training book,5.0
"""brownse""",Trained my Dog,3.0
,This text is useful for single-parents rearing children.,5.0
"Psych class student ""SN""",Psychology class,4.0
T. Jordan-puryear,Textbook for class,4.0
"Mary K. Potts ""Mary Potts""","Infants, Children, and Adolescents",5.0
"Jenny ""Jenny""",Great,5.0
Samantha De La Torre,"Infants, Children, and Adolescents (6th Edition)",4.0
Yvonne,Good for teachers,5.0
HeartSong,Great deal for a needed book,4.0
Priscila E,I got lucky!,5.0
Sami Jadran,very informative,5.0
Kristin Schaefer,Book that tells a story,4.0
"Donna Farruggio ""slot chick""",College text books,5.0
mainy,"Infants, Children, and Adolescents (6th Edition)",4.0
Cathy,AWESOME,5.0
SamBam,Just in time!,4.0
RachelS,Wonderful,5.0
Johnson2010,Book,4.0
"Lindsay Heinz ""LindzBenz""",Good product. What I ordered is exactly what I was expecting.,5.0
John Lazar,"Good deal, fast shipping",4.0
"J. Jacobsen ""ShutterBug wannaB""",Psychology Text Book Feedback,5.0
"C. M. Harris ""Queenie""",Great Deal,5.0
K. Wilks,Ordered but got refunded.,3.0
"Smiley222 ""Smiley""","Book in great condition, but took 20 days to get it",2.0
Samantha Twomey,"Review for Infants, Children, & Adolescents",3.0
"Katherine N. Allen ""PhatKat""","I am biased, but this is an amazing book. A must have for any modern American art collector!",5.0
Fabianissimo,*,5.0
,Good book for coping,4.0
"Monticello Radio Man ""Folk Singer""",Very Informative,5.0
,until you've walked in my shoes,2.0
"Brett A. Roush ""b42""",The book is irrelevant; how about the author?,1.0
,Terrible Book!,1.0
,An extremely moving read,3.0
Jeffrey C Squier,A Parent's Perspective,5.0
Wendy Falk,Walking in his shoes,5.0
Charlene Brandl,A Loving Dad Shares His Story,4.0
,A poor perpective of parents of children with autism,1.0
,Dad's book is great,5.0
,WOW!,1.0
,"A Summary of ""Our Brown Eyed Boy's"" Most Important Ideas",5.0
,Open discussion of coping!!,5.0
,Eye Opening Book,5.0
,Author Shows Vision,5.0
Disabled Doesn't Mean Unable,Missing the Point!,1.0
,BEST BOOK EVER,5.0
,Wonderful Read,5.0
,SOPHMORIC,2.0
,Better than the last one and the last one was good,4.0
,Very good read,4.0
Marcy L. Thompson,"Adequate writing, interesting characters",3.0
Z.Y. Lane,A Great Book,5.0
"Lupus ""Angela""",Sword and Shackel Is my fav.,5.0
"S. Collins ""ShaSha""",Good read,5.0
L. Plummer,Good. Kind of Corny.,4.0
,WOW!!!,5.0
,An exellent book,5.0
,Finished it in one sitting! Keep them coming!,5.0
Sabri Gokmen,Clean,5.0
Turnberry,"A Self-Published Term Paper, Nothing More",1.0
"""drleathers""",A Well-Written Report on Eco-Terrorism,4.0
,A Call for Temperance in the Face of Crisis,1.0
Marielle Chevrier,A great reference book for software engineering concepts,5.0
K. Koovit,Amazing read!!!!,5.0
,It was an excellent book - a great read.,5.0
ianandhelenz,Patricia Scanlan does it again!,4.0
Dnoma,Finishing Touches,5.0
Pippy,Finishing Touches,4.0
Jeffrey Morseburg,A Book of Essays on Artists and Sculptors,5.0
aja,The More Traditional Side of Wicca Revealed,5.0
GUILLERMO SAN ROMAN GARCIA,Nice book but....,3.0
"""smilingpanther""",No-fluff Witchcraft!,5.0
M Huston,No-Nonesense Withcraft,5.0
"N. Clifton ""NC""",Excellent condition and service,5.0
"G. Lowe ""Bookwitch""",Cool Book,4.0
Gabriela,DANGEROUS,1.0
K. Place,I was very disappointed with this book.,2.0
"S. Friedman ""Jaguarita""",Not too bad but...,3.0
T. Bourbon,"Silver Wedding, Maeve Binchy",4.0
Irish Accountant,Good but not great,4.0
Karen Potts,Silver Wedding,4.0
,A disappointment,2.0
,Excellent character development.,4.0
,Not a Classic Binchy,3.0
Judith Triplow,A fractured Family Story,4.0
Claire Cummings,A Wonderful Author,5.0
Carol Maloney,I love Binchy's work,5.0
Jennifer Aston,Review,3.0
C. Kelly,"Wonderful characterisation, as always",4.0
"M. Dingman ""history lover""",Easy read...entertaining.,4.0
Nancy Laurain,Silver Wedding,4.0
avasgrammy,Easy read,5.0
Debbie,Silver Wedding,4.0
Irene,I loved this book--twice!,5.0
Harwa Frank,Great book; fast read,5.0
sam,sliver wedding,5.0
Busy Mom,A celebratory tale,3.0
,A True Story Teller,5.0
,Bittersweet but beautiful,5.0
,"Good, but not one of her best",4.0
Theresa W,Several Mini-Stories Rolled Into One,4.0
"Kristin Scott ""Lifelong Reader""",Another Binchy Great,4.0
Emily Mann,Okay read,4.0
"E. Alberson ""LizUSNret""","Not bad, not her best either.",4.0
"""fearlessfosdick""",Everyone has a tale to tell,3.0
"Dianna Johnston ""Compulsive Reader""","Good, but not one of her best",4.0
Neil H,Silver Wedding,4.0
L Murphy,A Fast Read,3.0
Barbara L. Hammonds,a real disappointment,3.0
wedding guest,enjoyable book,5.0
,"Good, but not developed enough",4.0
,A trulh story is in our real life,5.0
,Love this book,4.0
Karen Wilber,Pretty good book - typical Maeve Binchy style,4.0
"Carri L. Shook ""Shookie""",silver wedding review,4.0
"Portianay ""portianay""",A True and Total Dud,1.0
,Parts 1 and 2 GREAT! Part 3...Ehhh.,3.0
,How the West was lost,5.0
debbie,informative,4.0
,Yet another post-apocalyptic tale...,4.0
"frumiousb ""frumiousb""",Post-apocalypse novel with the Tanith Lee touch.,3.0
J. Freedman,"Not as good as Tanith's other work, but still outstanding...",4.0
,It's not the greatest,3.0
Arachne06@aol.com,A very palatable foray into SciFi.,4.0
,"ESTIMULANTE,INTERESANTE. ABRE LAS PUERTAS AL CONOCIMIENTO.",5.0
,Un libro excelente,5.0
,Exelente para buscadores de lo metafisico!,5.0
"M. Gonzalez ""Ivette Nicole's Mommy""",Me dio mucho valor y esperanza...,5.0
"Maria Leticia Castaneda ""LETY""",TU VIDA JAMAS VOLVERA A SER LA MISMA,5.0
Noel Battere,Great book!,5.0
Lightworker,La reencarnaci&oacute;n vista por un cient&iacute;fico,5.0
,EXCELLENT- ENLIGHTENING,5.0
,This is the discovery of ourselves and the world around us.,5.0
"Lucero Revilla ""Tia Chero""",Impresionante,5.0
"Ana ""Ana""",UN LIBRO IMPORTANTE,5.0
Luis Dominguez,Algo diferente,5.0
,EXCELLENT- ENLIGHTENING,5.0
Adrian,S&oacute;lo para los que necesitan creer,1.0
EloisaA,Great!,5.0
Mario Monge,Espiritualidad no es religi&oacute;n.,5.0
Erika,Excelente Libro / Amazing book!!,5.0
"Simon Miranda ""Simon Miranda""",book,5.0
H. Carrillo,Love it!,5.0
InnateGirl,C&oacute;mo alcanzar m&aacute;s sabidur&iacute;a,5.0
Mercedes Diego,Un libro interesante..,5.0
Reinaldo Ramirez,"Muchas vida, muchos sabios",4.0
"Odanis H. Reyes ""Great Book""",Magnifico libro,5.0
Lydia Olaguibel,It leaves you wondering...,5.0
"""jazzrage""",Worth Searching For,5.0
"Glenda M. Browne ""Linux tyro""",An eye-opener,5.0
Cynthia Johnson,THE quintessential cookbook!,5.0
Donald McQueen,A Must Read,5.0
Mark Dykes,This is a wonderful book,5.0
Robin Bradshaw,A small book about big things,5.0
Anupa Prathap Mathew,A new voice with striking individuality,5.0
"Joe Shmoe ""Joe""",This is an excellent collection of short stories!,5.0
fuzcat,Legends of the Outer Banks and Tar Heel Tidewater,3.0
Marens MomMom,These books are part of our outer banks family tradition,5.0
"M. T. Nair ""tmn""",Absolutely Fantastic,5.0
Irfan A. Alvi,A Work of Art!,5.0
Marcelo.N..D,Really helpful for biologists!,5.0
Homeschooling Mom,8-year-old girl begged to keep reading,5.0
V. Reierson,Great History,5.0
J. Gerald,nice little book,5.0
,Great book!,5.0
S. Schellentrager,History Lesson,2.0
The McKevitt Family,Great Historical Fiction!!!,4.0
,My thoughts on a terrible book,1.0
,The Worst Ever!!!!!!!!!,1.0
,Guns For General Washington,5.0
Nicholas Dujmovic,excellent historical storytelling for young boys,5.0
,An excellent book about a forgotten episode of history.,5.0
"Patrick W. O'Hara ""taparaho""",A Fun Book to Stimulate Interest in History,4.0
,A good book and a quick read,5.0
,Adventure,4.0
,Nick's Review on the greatbook!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,5.0
,Guns for General Washington,5.0
,Nick's Review on the greatbook!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,5.0
M. Jill Ganus,book,4.0
"Kashley Entertainment ""KashleyEntertainment""",From the cover ...,5.0
"Gautam Ghosh ""voracious reader""",The Organization as the Organism !,5.0
"Donald Mitchell ""Jesus Loves You!""",This book is must reading for any leader or aspiring leader!,5.0
Romulo Corra,the living book,5.0
Kirsten Ruth Bayes,"Excellent, but not perfect.",4.0
Loren G. Carlson,See The Whole Instead Of Just Its Parts,5.0
Graham Lawes,Why Companies Fail and What We Can Do About It,5.0
"John P. Freymann Jr. ""John Freymann""",Brilliant insights to long lived companies,5.0
"Lee Say Keng ""KNOWLEDGE ADVENTURER/TECHNOLOGY...","From a strategic exploration viewpoint, this is a MUST book!",5.0
B. Jongsma,Still good,4.0
"John Inman ""Learning Conversations""",This is a well researched book on sustainability in business,4.0
Junglies,Inside the black box that is a company,5.0
,A philosophical approach to business,5.0
A. J. Valasek,Insightful yet sarcastically entertaining.,3.0
samh,As low quality as you can get,1.0
"Galya Jazz ""Merchant of Light""",deep and encouraging,5.0
,Excellent Management Book,5.0
,A philosophical approach to business,5.0
,A philosophical approach to business,5.0
,"More than experience and knowledge, Arie is pure wisdom!",5.0
,Awsome reading--I saw my own &quot;economic&quot; company described! .,5.0
,This experience is like a busines trip to the Galapagos!,5.0
,Deep view of what counts for run and growing an organization,5.0
,Makes excellent business sense for chaotic markets.,5.0
,Offers some interesting insights,4.0
San Antonio Reviewer,Extraordinary Read,5.0
B. A. Glaser,Delightful reading experience!,5.0
"J. K. Kelley ""literary mercenary""","creative, interesting approach to Greece",4.0
"Erika Borsos ""pepper flower""",Modern Day Argonaut Shares Greek Treasure,5.0
Suzanna West,"Experience Greece, Let History Be Your Guide",5.0
Harriet Klausner,entertaining unique look at the Greek culture,5.0
Terry Mathews,"Ah, to go home again . . .",5.0
"Dianne Foster ""Di""",One man's Greece.....,3.0
"N. Dimitropoulos ""Nick Dimi""",A wonderful book!,4.0
Erika Mitchell,In Love with a Country,3.0
"A. VanHecke ""Love2learn Mom""",Greek Time Travel,4.0
David Trumbull,A people as individual as their islands,4.0
Aspa,Rediscovering Greece and its people,5.0
"Lampros Megremis ""Louie""",Did not want to put it down!,5.0
"J. J Kamlani ""jotuj""",OLYMPIC WANDERINGS MAKES YOU WONDER....,4.0
Aurelia Smeltz,A PASSION TO BE ENVIED,5.0
D. P. Birkett,Polytropic,4.0
Fruit Loop,Fantasy and reality unite!,5.0
Theodore A. Rushton,Greece is more than scenery - - - - - it is also the people,5.0
Michael Valdivielso,The Real Greece.,5.0
"isala ""Isabel and Lars""",A declaration of love for Greece and the Greeks,5.0
Grady Harp,Traveling with History and Mythology with David Lundberg,5.0
Charles Ashbacher,The history and majesty of the Greek people,5.0
Kent Braithwaite,We Will Always Have Greece,5.0
"Diana F. Von Behren ""reneofc""",To Be A Greek -- To Be A Citizen of the World,3.0
"V. L. Wilson ""V. L. Wilson""",A Gem Of A Book,5.0
G. J Wiener,Some Good Imagery of a Man's Culture,3.0
Robert G Yokoyama,Olympic Wanderings is an entertaining and informative book,5.0
"Gary F. Taylor ""GFT""",Extremely Influential But Extremely Tiresome,3.0
Peter Reeve,An open and open case,3.0
"Ramona Honan ""reviews-by-melva""",The Beautiful but Fatal Canary,5.0
,This was a great book!,5.0
christina_van_pala@bigfoot.com,why i think the book is going to be great,1.0
,I wish I could give this book more than 5 stars....,5.0
El Kabong,Please Reissue This....I'm Begging You!,5.0
"Thomas F. Stockman ""tstockma""",J. C. On The Dude Ranch,5.0
jrmspnc,Either really powerful or really awful,3.0
Gerald W. Goegelein,Riverworld series,5.0
Dave Deubler,"&quot;Riverworld&quot; is top notch, but the rest is leftover garbage",2.0
Bfouges@aol.com,BRILLIANT.,5.0
,Great for beginers like me.,4.0
,I like the book but it is not as &quot;scholarly&quot; as many,3.0
J. Eure,The Best Palmistry Book EVER,5.0
Jright,Great,5.0
Robert Andrew nichols,Clear and Concise Introduction to Palmistry,5.0
Albert H. Hastings,Best palmistry book and why......,4.0
Mike,Simply The Best Book Ever.,5.0
Cottonwood,..I Found This Excellent!,5.0
,Good Trivia On Palm Readers Lingo,3.0
Lisa Pisano,Wow.,5.0
Tony Bee,Great,5.0
E. A. Artman,A Lasting Impression,5.0
Mattias,Absolutely a must read!!!,5.0
Mark Ogram,True Heroism,5.0
"Tiza ""Libby""",Powerful,5.0
Northwest Reader,Experience WW II From the Inside,5.0
A. New,Tomorrow Will Be Better: A True Story of Love and One Family's Triumph over the Horrors of World War II,5.0
Michal,Breathtaking authenticity,5.0
"Enrique Torres ""Rico""",Creative stepping stones,5.0
"Mark Reddy ""Mavenready""",Great practical guide,4.0
carolrj@nas.com,"Excellent for writers, readers of haiku",5.0
Monica Tucker,useful test taking techniques,4.0
Odilia Rivera,Math 3rd,5.0
sdh537,Good Basic Book on Jacks,4.0
SAL E,Originally bought jacks for grandkids...,4.0
Mom x 3,"book only, no jacks",1.0
,The best kind of history book,5.0
dean k wada,Martha Black,4.0
Kemal Ahmet Necdet Mubarak,"Captivating, riveting, spellbinding!!!!",4.0
,How informative this book was,4.0
"""thisnicknameisnottaken""",My favourite edition,5.0
"Fellow consumer ""yoyo_at_ca""",Beautifully written BASIC intro to Freud and Klein,4.0
jan erik storeb,careful what you wish for.....,5.0
,Chance or reality,4.0
,Be Careful What You Wish For,5.0
,Horrific!,5.0
"""galaxyway""",Great One!,5.0
,The Monkey's Paw,3.0
,Wonderfull,5.0
,THE BEST BOOK I EVER READ!!!,5.0
,Monkeys Paw,1.0
"Gary F. Taylor ""GFT""",A Minor Collection by a Great American Humorist,3.0
Sarah Robinson,Constant Companion,5.0
S. Sonsteby,Very fun to read Thurber,4.0
Mary M. Donais,I like to read,5.0
"Clifford K. Larsen ""cliffkeith""",Incomplete Edition,1.0
"David Jones ""fly fisher""",Good humor.,3.0
Gail Cooke,A TREASURE FOR ART LOVERS,5.0
Richard Laven,Definitely not a must have,2.0
Ldynimaway,Florida Birds,4.0
Gatorgirl,Florida birds,5.0
anonymous,it is a product of when it was written,3.0
Louise Fournier,Plain and Simple: A women's journey to the Amish,4.0
"""gwenlind""",a mixed bag,3.0
,There is no insight to be gained after finishing this book.,1.0
atmj,Its a journey,5.0
Flush Barrett-Browning,a worthwhile read,4.0
,This book changed my life.,5.0
,Author is WAY too self-absorbed,2.0
,Very interesting book. Enjoyed Reading.,4.0
"mamareadssomuch ""mamareadssomuch""",i had to re-read this for a book club meeting,4.0
,An interesting but disturbing book,2.0
"6thNH fan ""Judy""",Really horrible book,1.0
angelchrome,offensively pompous and self-absorbed,1.0
E. Broadhurst,I was very disappointed in this book,1.0
Barb Beideman,She did not get the point.,2.0
Saloma Furlong,Plain and not so Simple,1.0
Abby,Huge disappointment,2.0
